"juv_alo","juv_fol","juv_alo_b","juv_alo_h","juv_fol_b","juv_fol_h","Shape"
-0.302467599788488,-2.36832763888686,-0.852164514196955,-0.024599895803143,-1.55101755804721,-1.78233944272973,"-0.040615715939095"
-3.13754376175979,4.21800364287051,-2.04620530492032,-2.49412066072526,3.03731511188688,2.89465275613381,"-0.079881296189781"
-1.05813116944987,-0.155248887373226,-1.52576615339633,-0.303794201460059,0.720468947435741,-0.853412738181508,"-0.0477586238578007"
3.51460362155143,-1.57306110497491,-0.724545706190804,3.8998147025569,-0.711847453527795,-1.42735252700781,"-0.023358532307969"
1.4699022021607,-2.97820685553808,-0.738286782922802,2.33137770698051,-1.9228019492252,-2.29000014845052,"-0.0570196822162301"
0.940616107224966,-1.08690670082126,-1.3527251528824,1.24110010548498,-0.720028457601713,-0.794758244894235,"-0.0209527785538707"
3.51460362155143,-1.57306110497491,-0.724545706190804,3.8998147025569,-0.711847453527795,-1.42735252700781,"-0.0313474968422765"
0.442231618136279,-1.75254897201828,-0.697909636899643,0.825970345875568,-0.845519088505843,-1.59594071323957,"-0.0236608155903774"
0.425452805469839,-0.876323756601056,-0.940493793832166,1.01639721175084,-0.462807710641711,-0.80666068487555,"-0.0319551919391716"
1.4699022021607,-2.97820685553808,-0.738286782922802,2.33137770698051,-1.9228019492252,-2.29000014845052,"-0.0654418299028608"
-3.13754376175979,4.21800364287051,-2.04620530492032,-2.49412066072526,3.03731511188688,2.89465275613381,"-0.0115669328472559"
-1.05813116944987,-0.155248887373226,-1.52576615339633,-0.303794201460059,0.720468947435741,-0.853412738181508,"-0.0283887410369159"
-0.302467599788488,-2.36832763888686,-0.852164514196955,-0.024599895803143,-1.55101755804721,-1.78233944272973,"0.0532231716356575"
-8.76350059158321,8.05134376006988,-3.18535083740782,-8.60503823931928,6.37261778971739,5.1987198363447,"0.0541463628166118"
-0.952965138034725,2.09318732259019,-2.32683061813692,-0.16747023561905,1.98769357795392,1.11786406315892,"-0.0120926541109063"
-8.76350059158321,8.05134376006988,-3.18535083740782,-8.60503823931928,6.37261778971739,5.1987198363447,"0.0530083907028842"
-0.952965138034725,2.09318732259019,-2.32683061813692,-0.16747023561905,1.98769357795392,1.11786406315892,"0.0290855263293033"
0.833827545426475,0.686212964754116,1.62657693625716,-0.224654327020747,-0.0330436953726293,0.96601151997905,"0.0946612915031534"
-1.01432873451033,-1.37752661036875,0.195497015793763,-0.515467655214788,-1.12376746677315,-0.871233189408699,"0.0067008991925501"
3.39993882456597,-0.756055806797279,0.612333675031984,2.6531155732337,-0.609688673715363,-0.506505052003545,"0.00776007964350156"
-0.0799900891733638,2.20063282981877,1.90872469813337,-0.501703345271684,0.896155551221903,2.07563697636446,"-0.0210155950144823"
